InvoiceNo,StockCode,Quantity,UnitPrice
C564498,BANK CHARGES,-1,77.63
564503,23313,5,4.95
C564504,23209,-10,1.65
C564506,84818,-24,0.79
564507,22741,48,0.85
564510,23196,12,1.45
564516,20676,1,2.46
564526,84212,24,0.65
564529,22784,36,4.25
564530,22683,3,0.0
564531,22110,6,2.55
564532,22622,2,11.95
564533,23348,100,0.0
564534,62018,2,1.95
564535,23321,24,1.65
564536,22191,1,8.5
564537,20728,4,1.65
564538,84879,160,1.45
564539,20718,10,1.25
564540,21351,1,6.75
564541,22715,12,0.42
564542,21931,10,2.08
564543,22771,12,1.25
564544,22098,36,0.39
C564545,23209,-1,1.65
564551,22904,24,2.95
564552,21154,10,1.25
564553,22427,1,5.95
564554,22713,12,0.42
564555,20717,1,1.25
564556,22908,1,0.85
564557,21671,6,1.25
564558,15056BL,3,5.95
564559,20969,4,3.75
564560,22460,24,1.25
564561,23354,36,0.83
564562,23263,12,1.25
564563,84946,144,1.06
564564,21232,48,1.25
564565,21888,4,3.75
C564571,22505,-1,4.95
564572,23240,6,4.15
564573,84849D,2,1.69
564574,22966,12,1.25
564583,22197,600,0.72
C564592,23082,-4,3.29
564614,23313,10,4.95
564626,85123A,12,2.95
564627,22910,6,2.95
564628,90143,1,7.5
564629,22427,96,5.45
564630,84924A,4,3.75
564631,23312,4,4.15
564632,72801C,12,1.25
564633,23084,400,0.0
564634,82567,6,2.1
564635,20724,10,0.85
564636,22826,2,85.0
564637,22457,6,2.95
564638,22980,12,1.65
564639,20974,3,0.65
564640,23301,12,1.65
564641,23145,96,0.79
564642,22608,36,0.19
564643,22456,1,4.95
564644,82583,5,0.0
564645,82583,44,0.0
564646,22079,2,2.46
564647,22659,5,1.95
564648,20996,24,0.19
564649,POST,1,15.0
564650,22236,24,10.95
564651,23270,96,0.0
564652,23084,480,2.08
564653,22431,6,1.95
564654,22601,12,0.85
C564655,23075,-14,4.15
564656,23263,24,1.25
564657,23547,25,0.42
564660,23320,12,2.89
564661,22149,18,2.1
564665,POST,1,1.1
564666,21578,6,2.25
564667,23084,-400,0.0
564668,23188,12,1.65
564669,84947,72,1.06
564670,21086,12,0.65
564709,20914,96,2.55
564710,84380,12,1.25
C564711,22442,-1,7.95
564712,23356,12,5.95
564713,21754,2,5.95
564714,22699,12,2.95
564715,22716,12,0.42
564716,85099F,6,2.08
564717,23084,48,1.79
564718,23131,6,4.15
564719,21871,1,1.25
564720,23245,4,4.95
564721,22904,6,2.95
564722,22804,2,2.95
564723,23084,6,2.08
564724,85123A,2,2.95
564725,20749,1,7.95
564726,23306,1,1.45
564727,23015,2,8.25
564728,23084,48,1.79
564729,23323,1,2.1
C564730,22169,-1,8.5
564731,23205,10,0.85
564732,22078,1,2.1
564733,46000M,1,1.55
564734,22197,18,0.85
564735,21901,6,0.65
564736,22673,12,1.25
564737,21080,12,0.85
564738,23356,3,5.95
564739,84559A,1,0.85
564740,22767,1,9.95
564741,22698,6,2.95
564742,23331,1,0.63
564743,21643,3,1.25
564744,84050,5,1.65
564745,22169,2,8.5
564746,23084,24,1.79
564747,22768,2,9.95
C564748,23155,-6,0.83
564749,23317,2,9.95
564750,22729,4,3.75
C564751,22065,-4,1.45
564752,22652,20,1.65
564753,21931,10,2.08
564754,21068,1,2.46
564755,10133,3,0.83
564756,15039,1,1.63
564757,21714,1,2.46
564758,20713,2,4.13
C564759,22843,-1,6.75
564760,23168,1,2.46
564761,gift_0001_30,30,0.0
564762,gift_0001_10,30,0.0
564764,16207B,1,2.46
C564763,CRUK,-1,1.6
564785,23229,1,3.75
564800,47504K,12,0.79
564803,23048,12,4.15
564811,22385,300,1.79
C564812,D,-1,16.67
C564813,85066,-1,10.95
564814,23084,120,1.79
564815,23347,2,1.25
564816,23309,24,0.55
564817,22624,1,16.63
564818,21121,2,2.46
564819,23084,48,1.79
564820,10133,3,0.83
564821,20750,25,6.35
564825,10133,1,0.83
564835,21977,1,1.25
564836,23084,96,1.79
564837,21096,2,0.83
564838,10133,1,0.83
564839,22649,8,4.95
564840,35648,1,1.63
564841,22174,1,4.13
564842,22425,3,4.95
564843,23008,1,16.95
564844,POST,1,3.82
C564845,47503A,-24,0.42
564846,22653,4,1.95
564847,23288,2,0.85
564848,23028,6,1.65
564849,23245,4,4.95
564850,22689,1,7.95
564851,23231,25,0.42
564852,48138,1,7.95
564853,22396,12,0.39
C564854,22699,-1,2.95
564855,22161,24,0.19
564856,23245,4,4.95
564857,21424,1,6.63
564858,POST,5,28.0
564859,23084,216,1.79
564860,22120,3,9.95
564861,POST,1,15.0
564862,POST,1,145.0
564863,22413,24,2.95
564866,22082,5,1.65
564868,20719,10,0.85
564871,21497,1000,0.34
564872,23312,8,4.15
564895,22502,1,5.95
564896,21672,12,1.25
564897,22554,60,1.65
564898,84945,192,0.72
C564899,M,-480,0.22
C564900,20970,-2,3.75
564901,22246,24,1.95
564902,22178,192,1.06
C564903,22683,-2,1.25
564904,23096,5,1.65
C564905,POST,-1,87.4
564906,23084,120,1.79
C564907,85066,-1,12.75
C564908,22729,-1,3.75
C564909,D,-1,66.17
564910,23444,1,15.0
C564911,23328,-1,3.75
564912,POST,3,18.0
C564913,22998,-24,0.42
564914,85132C,-109,0.0
564915,21673,26,0.0
564916,22157,31,0.0
564917,79000,245,0.0
564918,16046,21,0.0
564919,23284,8,0.0
564920,48116,8,0.0
564921,85214,6,0.0
564922,22084,5,0.0
564923,21868,2,0.0
564924,21272,1,0.0
564925,21662,1,0.0
564926,22968,9,0.0
564927,23175,2,0.0
564928,35966,1,0.0
564929,37501,1,0.0
C564940,22564,-432,1.06
C564941,22193,-2,8.5
C564942,21363,-1,4.95
564943,22173,6,2.95
C564944,84251B,-12,0.19
C564945,22560,-1,1.06
C564946,85099C,-1,2.08
C564947,22106,-1,6.75
C564948,22363,-1,2.95
564950,22768,2,9.95
C564949,22103,-12,1.32
564951,23052,1,8.25
C564952,23209,-2,1.65
564953,72232,48,0.19
564954,37479P,6,0.39
C564955,21844,-6,2.95
C564956,23292,-1,1.25
564957,23023,6,1.65
564958,23347,12,1.25
564959,23084,12,2.08
C564960,23035,-6,1.45
564961,22155,48,0.42
564962,22158,4,2.95
564963,22570,4,3.75
C564964,22698,-2,2.95
564965,23084,48,1.79
564966,84988,24,1.45
564967,23084,6,2.08
C564971,22220,-1,9.95
564972,23189,6,2.89
564974,20774,1,1.63
564975,23175,1,3.25
564976,21447,24,1.25
564995,21352,2,6.75
C564996,20726,-1,1.65
C564997,21705,-7,1.45
C564998,23343,-20,2.08
C565001,22767,-4,9.95
565014,22423,2,12.75
C565016,22147,-6,1.45
C565023,22988,-24,1.06
C565025,22720,-1,4.95
C565026,85023B,-72,2.1
565042,85185B,-27,0.0
565043,22171,8,0.0
C565044,23215,-120,1.79
565045,21670,-115,0.0
565046,22606,-49,0.0
565047,21257,7,0.0
565048,84976,-66,0.0
565049,21907,-77,0.0
C565050,85159B,-1,1.95
565052,21179,-60,0.0
565055,21172,-10,0.0
565056,22823,2,110.0
565057,82551,-110,0.0
565060,21165,-46,0.0
565063,21175,-18,0.0
565067,22187,2,4.25
565069,20665,-49,0.0
565070,85032D,171,0.0
565071,84754,-242,0.0
565072,21820,-210,0.0
C565075,D,-1,36.3
565076,23192,1,1.65
C565077,23196,-3,1.45
C565078,D,-1,57.6
565080,20677,8,1.25
565081,21067,1,0.0
565082,22423,2,12.75
565083,22609,36,0.19
565084,23309,120,0.42
C565085,23079,-2,8.95
565086,22625,7,7.5
565087,23085,4,10.4
565088,23293,8,0.83
C565089,22553,-12,1.65
565090,72741,18,1.45
565091,23032,24,1.65
565092,23293,16,0.83
565093,23012,12,3.45
565114,21789,24,0.85
565115,23018,1,12.5
565116,22086,40,2.55
565117,48185,4,7.95
565118,22197,12,0.85
565119,85099B,10,2.08
565120,22699,24,2.55
565121,21733,6,2.95
565122,21975,12,0.55
565123,M,96,5.0
565124,22965,6,2.1
565125,23322,6,2.95
565126,90018A,2,4.25
565127,79321,24,4.95
565128,21755,18,5.45
565129,20713,1,2.08
565133,23293,16,0.83
565139,21086,216,0.53
C565140,22326,-1,2.95
565141,21523,1,8.25
565142,84947,72,1.06
565143,20727,2,1.65
565144,21930,20,2.08
565145,22751,240,3.39
565146,21891,144,1.45
565147,47566B,8,4.95
565149,16008,24,0.12
565150,84836,24,1.06
565151,23328,8,3.75
565152,23438,20,1.25
565153,21977,24,0.55
565154,23206,10,1.65
565155,22727,24,3.75
565156,23198,12,1.45
565157,23084,48,1.79
565158,72127,20,1.25
565181,21889,216,1.25
565186,23551,12,0.39
565192,22493,7,1.65
565197,23198,12,1.45
565198,22998,48,0.42
565199,22797,3,16.95
565200,22940,1,4.25
565201,22417,24,0.55
565202,23168,2,1.25
565204,84536A,16,0.42
565205,20979,32,1.25
565206,22930,6,2.55
565207,23330,2,1.25
565208,23203,20,2.08
565209,23031,2,1.65
565210,M,41,0.19
565211,22835,8,4.65
565212,22111,6,4.95
565213,22952,360,0.42
565214,23315,24,8.15
C565215,21581,-12,2.25
565216,21463,16,4.95
565217,21422,288,0.72
565218,23245,4,4.95
565219,23188,12,1.65
565220,22469,12,1.65
565221,22829,8,8.5
565222,21928,100,1.79
565223,23163,16,2.49
565224,21918,12,0.42
565225,21288,24,2.55
565226,23245,4,4.95
C565227,85053,-1,2.1
565228,21891,288,1.25
C565229,POST,-1,200.0
565230,23545,25,0.42
565231,gift_0001_30,1,25.0
565232,20840,1,3.29
565233,10133,1,0.83
565234,22426,1,7.46
565235,22708,25,0.42
565236,23199,10,2.08
C565237,85123A,-8,2.95
565238,20728,10,1.65
565239,85014A,6,5.95
565240,21098,252,1.06
565241,22197,400,0.72
565242,23104,1,12.5
565243,22714,12,0.42
565244,23202,10,2.08
565245,22996,48,0.42
565246,23202,10,2.08
565247,22791,144,1.06
565248,21929,1,2.08
565249,22302,6,2.55
565250,23343,10,2.08
565251,15034,12,0.14
565261,84997D,4,4.15
565275,90209C,-72,0.0
C565284,23245,-2,4.95
565285,22811,96,2.55
565286,21216,2,10.79
565287,21156,16,1.95
565288,23135,101,0.0
565289,22423,8,12.75
C565290,22307,-24,1.25
565291,82484,300,4.8
565292,22112,12,4.95
565293,23177,144,1.95
C565294,20981,-12,0.85
565295,22646,12,1.45
565296,84929,-967,0.0
565297,84877D,-203,0.0
565302,21682,-156,0.0
565303,22904,1,2.95
565304,16259,-3167,0.0
C565305,40001,-9,0.64
565306,21830,-252,0.0
565307,21830,-443,0.0
565308,21829,-432,0.0
565309,22178,96,1.65
565310,21829,-1897,0.0
565311,21137,72,3.39
565312,84660C,22,0.79
C565313,D,-1,14.5
565314,84660C,-21,0.0
565315,22424,1,12.75
565316,23321,12,1.65
565317,23298,12,4.95
565318,20674,16,1.25
565319,23348,225,0.0
565320,23204,32,0.85
565321,22423,6,12.75
565322,21058,12,0.85
C565323,21658,-1,3.95
565324,22193,1,8.5
565325,21429,16,1.95
565326,15056N,1,5.95
565327,85034B,4,4.25
565328,22193,4,8.5
565329,21041,1,2.95
565330,23188,20,1.65
565331,85059,1,3.75
565332,47566,8,4.95
565333,84997D,8,4.15
565338,23295,24,0.83
565346,20893,3,2.55
565350,22668,3,2.95
565366,21928,10,2.08
565367,23119,12,0.62
565368,21784,1,0.0
565369,37342,1,0.0
565370,82494L,-33,0.0
565371,82483,-13,0.0
565372,84029E,48,3.39
565376,21682,144,0.0
565377,M,1,852.8
565378,21485,1,7.46
C565379,85099B,-1,2.08
565380,22423,16,10.95
565381,22800,4,3.75
565383,20718,1,2.46
565384,82486,4,8.95
C565382,CRUK,-1,13.01
565385,22435,-434,0.0
565386,21669,2,1.45
565387,21213,120,0.42
565388,22690,1,8.25
565389,47343A,-16,0.0
C565390,D,-1,110.43
565396,10133,1,0.42
565397,22960,2,4.25
565398,22667,48,2.55
565399,37489B,2,0.39
565400,22076,1,1.65
565401,22116,1,0.79
C565402,22197,-2,0.85
C565403,22156,-36,0.85
565404,22116,12,0.79
565405,23202,10,2.08
565406,22041,6,2.55
565407,20981,6,0.85
565408,22637,2,2.55
565409,22492,72,0.65
565410,22917,12,0.65
565411,22847,1,16.95
565412,84051,120,0.64
565413,15056N,3,5.95
565414,23060,5,2.08
565415,23050,2,8.25
565416,23290,8,1.25
565417,21243,8,1.69
565418,22189,4,3.95
565419,23020,6,12.5
565420,22111,2,4.95
565421,85032C,1,0.65
C565422,22776,-1,9.95
565423,21581,6,2.25
565424,22697,6,2.95
C565425,22526,-3,12.75
565426,23203,2,2.08
565427,22629,1,1.95
C565428,22231,-5,1.31
565429,51008,1,3.45
565430,21908,3,2.1
565431,21174,1,2.08
565432,47574A,1,0.75
565433,23065,6,12.5
565434,23232,25,0.42
565435,46000P,8,4.25
565436,22608,36,0.19
565437,84380,3,1.45
565438,23301,1,1.65
565439,21485,3,4.95
565440,22966,24,1.25
565441,23089,3,1.95
565442,22629,12,1.95
565443,23345,12,1.25
565444,82484,1,7.95
565445,90010A,1,8.95
565446,22295,24,1.65
565447,21787,24,0.85
565448,23296,12,1.25
565449,23306,12,1.45
565450,22728,8,3.75
565451,23041,24,4.15
565452,23293,16,0.83
565453,23319,12,2.49
565454,82484,2,7.95
565455,16162M,2,0.42
565456,22614,12,0.39
565457,22835,4,4.65
565458,22383,20,1.65
565459,22998,480,0.36
565460,23118,4,7.5
565461,22940,4,4.25
565462,47504H,24,0.79
565463,23378,24,0.39
565464,23013,4,3.95
565465,22592,24,3.39
565466,23206,10,1.65
565467,23126,4,4.95
565468,23041,4,4.15
565469,22760,54,10.95
565470,35970,12,1.69
565471,21621,30,8.5
565472,22169,2,8.5
565473,82486,2,8.95
565474,C2,1,50.0
565475,23192,48,1.45
565476,22866,96,1.85
C565477,21012,-3,2.1
565478,23334,10,0.63
565479,22411,10,2.08
565480,79302M,40,2.55
565481,22843,1,6.75
565488,23358,6,3.75
565491,22592,24,3.39
565492,21181,96,1.85
565513,20832,24,0.39
565515,23356,6,5.95
565519,22423,16,10.95
565541,85099F,4,2.08
565542,22812,12,1.95
565543,22502,8,0.0
565544,84989A,1,0.0
565545,20973,1,0.0
565556,POST,750,0.0
565563,23169,12,4.15
565565,23407,2,9.95
565569,21003,6,6.35
565577,90003C,2,3.75
565579,22379,3,2.1
565580,23445,20,0.83
C565581,22139,-3,4.95
C565582,20725,-100,1.45
565583,15056BL,3,5.95
565584,48187,10,7.08
565585,10125,20,0.85
565586,23293,8,0.83
565587,23024,24,2.89
565588,23130,6,4.15
565589,21181,192,2.4
565590,21166,144,1.85
565591,21181,96,1.85
565592,85150,144,2.1
565593,23188,12,1.65
565594,22356,10,0.85
565595,22865,12,2.1
565596,84673A,1,0.65
C565597,22980,-1,1.65
565598,23229,6,3.75
565610,23320,12,2.89
565611,23340,24,1.65
565612,23289,8,1.25
565613,84927F,12,0.39
565614,22488,3,1.65
C565615,22423,-1,12.75
565616,84951A,24,0.79
565617,15044A,2,5.79
565618,84926D,24,0.29
565631,85099C,100,1.79
565643,23212,24,1.25
565644,21175,12,2.55
565648,23129,1,4.15
565649,22993,3,1.25
565664,23232,25,0.42
565665,21165,22,1.69
C565666,22188,-1,3.95
565667,23037,12,1.65
565668,21755,3,6.25
565669,22639,32,2.1
565670,22175,6,2.95
C565671,22890,-1,9.95
565672,85049E,12,1.25
565673,23323,12,2.1
565674,23393,4,3.75
565675,21754,3,5.95
565676,23350,72,1.04
565677,21731,12,1.65
565678,21891,12,1.45
565679,21621,10,8.5
565680,21213,240,0.42
565682,21175,24,2.55
C565681,23445,-20,0.83
C565683,21891,-12,1.45
565684,20972,24,1.25
565685,21181,96,1.85
565723,85152,14,2.1
565724,22423,2,12.75
565725,22998,24,0.42
565726,22792,12,0.85
565727,22382,10,1.65
565728,22952,24,0.55
565729,21181,12,2.1
565730,82551,6,1.45
565731,23075,4,4.15
565732,20725,10,1.65
565733,22847,2,16.95
565734,23396,3,3.75
565735,BANK CHARGES,1,15.0
565736,22151,432,0.36
565737,23275,12,1.25
565738,20725,10,1.65
565740,23316,12,8.15
565741,71459,96,0.72
565747,23356,3,5.95
565748,22191,4,8.5
565749,23132,12,4.95
565750,16169E,25,0.42
565751,22383,2,1.65
C565752,21686,-1,39.95
565753,48138,6,8.25
565754,21731,12,1.65
565755,22900,2,3.25
565756,22412,24,2.1
565757,23014,24,3.45
565758,21669,2,1.45
565759,21238,8,0.85
565760,20725,10,1.65
C565761,22722,-4,3.95
C565762,20724,-19,0.85
565763,21916,288,0.36
565764,46000M,2,1.55
565765,20713,10,2.08
565766,46000M,1,1.55
565767,22356,17,2.46
565768,22384,30,1.65
565769,85123A,6,2.95
565776,85099C,100,1.79
565777,21581,6,2.25
565778,22865,12,2.1
565779,21311,24,0.29
565780,21035,12,3.25
565781,22986,25,0.42
565782,15036,12,0.83
565783,22066,48,0.39
565784,23010,1,16.95
565785,POST,5,40.0
565788,22960,6,4.25
C565789,84949,-5,1.65
565790,23189,48,2.49
565791,85150,48,2.1
565792,22478,10,1.25
565793,85152,96,1.85
565794,22666,12,2.55
565795,20992,24,0.39
565796,10133,20,0.42
565797,47570B,1,0.0
565798,85232D,1,0.0
C565799,22624,-1,8.5
565800,22623,3,5.95
565801,22630,12,1.95
565802,23328,4,3.75
565803,20725,10,1.65
C565804,22846,-1,16.95
565805,20725,20,1.65
565806,22075,12,1.65
565807,48194,2,8.25
565808,23110,4,5.75
565835,84725,1,0.75
565836,23426,48,2.49
565838,22759,12,1.65
565839,21166,12,2.08
565840,21179,1,1.63
565841,18094C,1,2.46
565842,21916,24,0.42
C565843,21788,-1,0.85
565844,23340,12,1.65
565845,23206,10,1.65
565846,21901,2,0.65
565847,21425,1,6.63
C565848,84991,-5,0.55
565849,23012,12,3.45
565850,84836,5,1.25
565851,21790,12,0.85
565852,23194,1,2.25
565853,22865,12,2.1
565854,21122,24,1.25
565855,21481,4,3.75
565856,72800B,2,2.55
565857,23229,6,3.75
565858,21871,504,1.06
565859,21422,16,0.85
565860,37468,12,0.39
565861,47566B,1,4.95
565862,23245,4,4.95
565863,20972,48,1.25
C565864,21833,-5,1.69
565865,23200,10,2.08
565870,POST,1,15.0
565877,22588,6,2.89
565901,85099B,100,1.79
565914,21326,144,0.55
565915,84792,2,4.65
565916,23396,4,3.75
565917,21261,1,7.46
565918,71459,12,0.85
565919,21080,1,1.63
565920,23355,4,4.95
565921,23401,4,6.25
565922,22467,6,2.55
565923,84970S,15,0.85
565924,20984,48,0.29
565926,23234,6,2.89
C565925,POST,-1,18.0
565927,21666,12,0.65
565928,22557,12,1.65
565929,23444,1,15.0
565930,22559,12,1.25
565931,23194,8,2.25
565932,82494L,2,2.95
565933,POST,1,15.0
565934,84879,24,1.69
565935,23064,-8,0.0
565936,22573,576,0.72
565937,23433,12,0.83
565938,23066,-13,0.0
C565962,21156,-1,1.95
565967,23243,24,4.15
565971,22222,2,4.95
565975,23392,1,2.08
565990,23232,25,0.42
565993,22321,24,0.85
565994,22914,1,4.95
565995,22960,2,4.25
566001,22112,1,4.95
566005,84660A,12,0.79
566006,22219,12,0.85
C566007,21790,-24,0.85
566008,23322,5,2.95
566009,21790,72,0.72
566010,22959,25,0.42
C566011,23080,-1,8.25
C566012,23092,-1,6.65
566013,23351,1,1.25
566014,21901,18,0.65
566015,21162,24,0.39
566016,22693,24,1.25
566017,20992,24,0.39
566018,82583,1,2.1
566019,84029G,2,4.25
566020,23296,8,1.25
566021,22607,12,8.5
566022,23411,6,4.95
566023,22295,24,1.65
566024,23202,10,2.08
566025,23402,2,3.75
566026,23329,12,1.65
566027,23227,24,1.25
566028,16014,1000,0.32
566033,23232,25,0.42
566035,23399,12,0.85
C566036,21469,-1,3.75
566037,22055,96,1.45
566038,22080,10,1.65
566039,21770,2,4.95
566040,22144,6,2.1
566041,22416,12,1.45
566042,82582,1,2.1
566043,23332,12,1.65
566044,85152,12,2.1
566045,22309,50,2.1
566046,22219,12,0.85
566047,23034,12,1.45
566048,23355,4,4.95
566049,85048,2,7.95
566050,22941,2,8.5
566051,21136,8,1.69
566052,23086,64,1.25
566053,72586,4,0.42
566054,20727,10,1.65
566055,23092,1,7.9
566056,82582,1,2.1
566057,16218,160,0.06
566058,21544,80,0.85
566059,22625,4,8.5
566060,22086,1,5.79
566061,21706,4,4.95
566062,23399,48,0.85
566063,21672,12,1.45
566064,22355,1,0.0
566065,84660C,1,0.0
566066,15060B,-52,0.0
566067,20686,-95,0.0
566068,22268,-86,0.0
C566071,23245,-3,4.95
566072,23394,2,3.75
566073,21035,2,3.25
566074,22624,2,8.5
566075,23393,4,3.75
566076,22193,6,8.5
566077,22694,6,2.1
C566078,D,-1,45.33
566079,23326,96,0.63
566080,POST,1,15.0
566081,23394,4,3.75
566082,23122,12,0.83
566083,23358,12,3.75
C566084,23173,-1,9.95
566085,20983,10,0.85
566086,15056N,24,5.95
566087,23252,4,3.75
C566088,23245,-1,4.95
566089,85152,48,1.85
C566090,23155,-6,0.83
566091,21504,12,0.42
566092,20685,2,8.25
566094,23154,2,2.08
566108,21326,288,0.55
566115,POST,1,18.0
566117,46000M,10,1.55
566121,23306,-682,0.0
566122,23084,-484,0.0
566123,23412,1,7.5
566124,82551,8,1.45
C566161,21528,-1,6.95
566162,21068,12,1.25
566163,22661,10,0.85
566164,21485,1,7.46
C566165,22423,-1,12.75
C566166,21311,-6,0.29
C566167,22699,-1,2.95
C566168,M,-1,116.69
566169,17012A,24,0.85
566170,22699,24,2.55
566171,22352,1,2.55
566172,84945,24,0.85
566173,22078,20,2.1
C566174,22635,-1,9.95
566175,21671,12,1.45
C566176,23348,-2,1.79
C566177,22349,-1,3.75
566178,23243,12,4.95
566179,22505,3,4.95
C566180,21314,-1,2.1
C566181,23252,-2,3.75
C566182,23245,-1,4.95
C566183,23301,-2,1.65
566184,22827,1,165.0
566186,16045,100,0.04
C566185,22637,-1,2.1
C566187,M,-1,110.45
566188,23321,12,1.65
566189,85185B,4,2.95
566190,84536A,11,0.42
566191,85099C,10,2.08
566192,23355,8,4.95
566193,23297,16,1.65
566194,22826,1,85.0
566195,22998,24,0.42
566196,85066,2,12.75
C566197,85066,-1,12.75
566198,22507,1,4.95
566199,22694,6,2.1
566200,23330,1,1.25
566201,21754,18,5.45
566202,23412,4,7.5
566203,23131,6,4.15
566204,23355,8,4.95
C566205,22111,-1,4.95
566206,23355,2,4.95
566207,21703,864,0.27
566208,22356,4,0.85
C566209,23356,-4,5.95
566213,21889,12,1.25
566214,21258,4,12.75
566215,21217,2,9.95
566217,23263,2,2.46
C566216,CRUK,-1,15.96
566218,21064,6,5.95
566219,23355,4,4.95
566220,22942,24,7.65
566221,22452,1,1.63
C566222,23118,-1,7.5
C566223,84625C,-13,0.85
566224,21928,3,2.08
566225,22384,6,1.65
566226,22457,6,2.95
566227,21930,100,1.79
566228,23344,100,1.79
566229,23418,24,2.08
566230,23296,16,1.25
566231,23380,24,0.39
566232,21137,24,3.39
566233,23196,12,1.45
566234,21430,1,3.75
566235,82494L,12,2.95
566236,22698,6,2.95
566237,21733,6,2.95
566238,23404,1,4.95
566239,23355,8,4.95
566240,20685,1,8.25
566241,84970L,12,0.95
566242,22349,6,3.75
566243,22847,2,16.95
566244,22867,12,2.1
566245,20981,12,0.85
566246,23083,48,3.29
566247,85123A,32,2.55
566248,84818,24,0.79
566249,23412,3,7.5
566250,22041,48,2.1
566251,85049G,4,1.25
C566252,22856,-19,1.25
566253,23331,19,0.63
566254,20685,4,7.95
566255,22956,48,1.85
566256,22730,4,3.75
566257,22961,96,1.25
566258,20686,3,3.25
566259,23320,48,2.49
566260,21259,48,4.95
566261,22487,1,9.95
566262,23265,1,1.25
C566263,22965,-1,2.1
566264,22357,1,4.25
566265,84946,24,1.25
566266,23344,5,2.08
566267,23401,2,6.25
566268,15056P,3,5.95
566269,23390,2,4.15
566270,22847,2,16.95
566271,23355,4,4.95
566272,23215,9,2.08
566273,23161,12,1.25
566274,21824,4,1.45
566275,23121,4,0.42
566276,21498,25,0.42
566277,23293,8,0.83
566278,21191,12,2.1
566279,22093,3,0.39
C566280,22636,-1,8.5
566281,23231,25,0.42
566282,22086,40,2.55
566283,22655,1,125.0
566284,22386,10,2.08
566285,21804,4,3.75
566286,23005,48,0.42
566287,23241,2,2.08
566288,23356,3,5.95
566289,22693,24,1.25
566290,23146,1,3.29
566291,48138,1,8.25
566292,21156,8,1.95
566293,20984,96,0.29
566294,15058B,1,7.95
566295,21498,25,0.42
566296,20723,1,0.85
566297,21179,2,0.39
566298,23414,2,9.95
566299,22575,16,1.95
566300,22158,8,2.95
566301,22791,12,1.25
566302,23080,1,8.25
566303,71477,8,3.95
566304,22158,8,2.95
566305,22065,12,1.45
566306,23090,24,0.83
566307,23318,6,2.49
566308,23245,8,4.95
566309,23328,4,3.75
566310,23106,16,2.89
566311,23103,24,1.65
566312,23329,12,1.65
C566313,20724,-10,0.85
566314,23374,10,0.82
566315,23308,24,0.55
566316,23306,682,0.0
566317,23209,10,1.65
566318,22379,50,1.85
566319,21137,8,3.75
566320,22553,6,1.65
566321,78033,1,5.95
566322,23300,24,1.65
566323,22035,1,0.0
566324,22035,1,0.0
566325,22035,36,0.0
566326,22776,3,9.95
566327,23084,4,0.0
566328,23188,24,1.65
566329,48187,1,8.25
566334,21080,96,0.72
566345,85114C,60,1.45
566361,85123A,12,2.95
566364,21914,12,1.25
C566384,22201,-1,4.25
566393,47566,10,4.95
566394,23209,10,1.65
566395,23170,12,1.65
566396,23000,24,0.42
566397,22675,2,1.25
566398,22826,2,85.0
566399,23356,3,5.95
566400,22595,12,0.85
566402,21306,48,0.29
